[framework] 2016-06-26 14:56:38,784 - com.mchange.v2.log.MLog -0    [main] INFO  com.mchange.v2.log.MLog  - MLog clients using log4j logging.
[framework] 2016-06-26 14:56:38,879 - com.mchange.v2.c3p0.C3P0Registry -95   [main] INFO  com.mchange.v2.c3p0.C3P0Registry  - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
[framework] 2016-06-26 14:56:38,920 - com.mchange.v2.c3p0.management.DynamicPooledDataSourceManagerMBean -136  [main] DEBUG com.mchange.v2.c3p0.management.DynamicPooledDataSourceManagerMBean  - MBean: com.mchange.v2.c3p0:type=PooledDataSource[1hge32f9h12pduai1uh6vci|3fd3a3bc] registered.
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 1
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 2
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 3
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 4
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 5
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 6
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 7
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 8
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 9
[framework] 2016-06-26 14:56:39,009 - com.mchange.v2.resourcepool.BasicResourcePool -225  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - incremented pending_acquires: 10
[framework] 2016-06-26 14:56:39,010 - com.mchange.v2.resourcepool.BasicResourcePool -226  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - com.mchange.v2.resourcepool.BasicResourcePool@44a7475b config: [start -> 10; min -> 10; max -> 100; inc -> 2; num_acq_attempts -> 30; acq_attempt_delay -> 1000; check_idle_resources_delay -> 0; mox_resource_age -> 0; max_idle_time -> 20000; excess_max_idle_time -> 0; destroy_unreturned_resc_time -> 0; expiration_enforcement_delay -> 5000; break_on_acquisition_failure -> false; debug_store_checkout_exceptions -> false]
[framework] 2016-06-26 14:56:39,011 - com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource -227  [main] INFO  com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource  - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 2, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge32f9h12pduai1uh6vci|3fd3a3bc, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge32f9h12pduai1uh6vci|3fd3a3bc, idleConnectionTestPeriod -> 0, initialPoolSize -> 10, jdbcUrl -> jdbc:mysql://localhost:3306/jfinallearn?useUnicode=true&characterEncoding=UTF-8&zeroDateTimeBehavior=convertToNull, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 20, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 100, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 10, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
[framework] 2016-06-26 14:56:39,011 - com.mchange.v2.resourcepool.BasicResourcePool -227  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - acquire test -- pool size: 0; target_pool_size: 10; desired target? 1
[framework] 2016-06-26 14:56:39,011 - com.mchange.v2.resourcepool.BasicResourcePool -227  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - awaitAvailable(): [unknown]
[framework] 2016-06-26 14:56:39,011 - com.mchange.v2.resourcepool.BasicResourcePool -227  [main] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 0, unused: 0, excluded: 0]
[framework] 2016-06-26 14:56:39,260 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -476  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,260 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -476  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#2] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,260 - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool -476  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#0] DEBUG com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager@5c120d47.acquireResource() returning. 
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@44a7475b [managed: 1, unused: 1, excluded: 0]
[framework] 2016-06-26 14:56:39,261 - com.mchange.v2.resourcepool.BasicResourcePool -477  [com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread-#1] DEBUG com.mchange.v2.resourcepool.BasicResourcePool  - decremented pending_acquires: 9
